prefix	input_text	target_text
xWant	PersonX makes smoothies	wash the blender
xIntent	PersonX takes PersonY oath	to show his loyalty
xWant	PersonX gets checked out	to put away her groceries.
xReact	PersonX evens got ___	great
xIntent	PersonX checks PersonY's pockets	to take something that isn't theirs
xAttr	PersonX buys ___ from amazon	wealthy
oWant	PersonX rubs PersonY's hands	to say thank you
xIntent	PersonX moves back in with PersonX's parents	to be close to parents
xWant	PersonX heads toward the door	to go home
xReact	PersonX has been practicing for weeks	proud
xNeed	PersonX eats healthier	to stop being junk food
xEffect	PersonX writes PersonY a ticket	issues warning
xNeed	PersonX becomes very interested	to talk with the actors
xWant	PersonX hears someone	respond to someone
oEffect	PersonX guides PersonY even more forcefully onto	saves his life
xEffect	PersonX drives it home	LOADED BY WORKS
xIntent	PersonX finds PersonX's family	to reuinte
xAttr	PersonX asks PersonY for a date	bold
oEffect	PersonX keeps ___ in PersonY's prayers	Becomes closer to God
xAttr	PersonX rents movies	Entertained
oWant	PersonX solves the country 's ___	to thank PersonX
xIntent	PersonX glances back at PersonY	to see what person is doing
oReact	PersonX robs the bank	stolen from
xAttr	PersonX opens PersonX's gifts	friendly
oReact	PersonX confesses PersonX's ___ before PersonY father	angry
xIntent	PersonX smells very bad	to not shower.
oWant	PersonX starts a lemonade stand	chat to X to keep them company
xWant	PersonX gets lucky	to go home
xAttr	PersonX is knocked unconscious	vulnerable
xNeed	PersonX bakes ___ in the oven	to go to the kitchen
xAttr	PersonX takes a class	learned
xWant	PersonX runs late for work	to work hard.
oReact	PersonX gets PersonY understanding	understood
xEffect	PersonX wins something	pays taxes on the winnings
oWant	PersonX observes PersonY closely	help getting a drink to take the medicine with
xAttr	PersonX likes ___ so much	friendly
xReact	PersonX asks PersonY the reason	confounded
xNeed	PersonX sends PersonY's ___ to college	help their child apply to college
xEffect	PersonX leaves PersonY's body	he walks away
oWant	PersonX hangs ___ on PersonX's wall	To compliment X on taste
xWant	PersonX holds PersonX's meetings	drink coffee
oEffect	PersonX takes the law into PersonX's hands	something is taken away
oWant	PersonX shares PersonX's husband 's ___	X to go away
xIntent	PersonX helps PersonY's study	to help
xReact	PersonX changes ___ back	satisfied
xEffect	PersonX pushes open the ___	OPEN COOKWARE
xEffect	PersonX builds PersonX's house	saves a ton of money
xWant	PersonX decides to try something new	skill
xWant	PersonX is really sick	to take medication
oEffect	PersonX manages PersonX's ___ in PersonY's way	maintains order
xAttr	PersonX pays PersonY's fees	contributory
oWant	PersonX puts two together	to laugh
oEffect	PersonX serves PersonY's interests	time to go to the movies.
xIntent	PersonX swims around	to have fun
xAttr	PersonX needs something	needy
oEffect	PersonX hits my head	lose conscience
xEffect	PersonX is having a bad day	avoids human contact
xReact	PersonX has trouble sleeping	frustrated
xEffect	PersonX helps paint the living room	to living the room painting
oReact	PersonX wipes PersonY's tears	sad
xWant	PersonX eats pumpkin pie	to take a drink
xAttr	PersonX is identical twins	lucky
xReact	PersonX is driving down the highway	terrified
xIntent	PersonX leaves the theater	to go home
xEffect	PersonX gets back to school	gets lost on campus
oWant	PersonX lies at PersonY's feet	move feet
oReact	PersonX will always love PersonY	loved
xNeed	PersonX mows PersonY's grass	to ask for permission
oEffect	PersonX takes ___ to a mechanic	mechanic gets paid
xEffect	PersonX becomes angry	yells
xNeed	PersonX gets ___ off PersonX's chest	to feel better
xReact	PersonX defines the ___ in terms	satisfied
xWant	PersonX decides to walk away	to avoid a confrontation
xNeed	PersonX plies PersonY with questions	to ask them things they need to know
xNeed	PersonX gives PersonY's daughter ___	to find his daughter
xEffect	PersonX creates PersonY opportunity	earns gratitude
xReact	PersonX brings ___ into the world	love for everyone
oEffect	PersonX rushes to the hospital	person x is healed
xReact	PersonX turns bright red	embarassed
xIntent	PersonX is playing in the park	to spend time with some ducks
xNeed	PersonX goes to the beach with friends	to ask for ride with friends
xIntent	PersonX wants to attend	to participate something
oEffect	PersonX saves a ___ from death	appreciative
xReact	PersonX rescues the cat	sad for the cat
xIntent	PersonX searches the entire house	to find something
xIntent	PersonX is about to get married	to have children.
oReact	PersonX gives PersonY education	happy
xWant	PersonX puts PersonY arm around PersonZ	to pat themselves on  the back
oReact	PersonX gives ___ a headache	annoyed
xAttr	PersonX gladly accepted	agreeable
oWant	PersonX talks for hours	to talk
xReact	PersonX always listened	caring
xNeed	PersonX comes PersonY's way	a car
xIntent	PersonX gets some water	to get rehydrated
oReact	PersonX spends PersonY money	hurt
xReact	PersonX likes to dance	nan
xEffect	PersonX turns PersonY's back to PersonY	gets in a fight
oReact	PersonX supplies PersonY with food	happy
xEffect	PersonX tells the students	Person x watches the students do what they're told.
xIntent	PersonX finally told PersonY	person to know what he does for a living
xNeed	PersonX saves PersonY's country	to be a general in the army
xNeed	PersonX rips ___ apart	use both hands
xIntent	PersonX is at work one day	to make money
xWant	PersonX has to go to the doctor	to see a good provider
oEffect	PersonX sends PersonX's friend	PersonX's friend vows never to listen to PersonX again
xReact	PersonX keeps going	proud
xIntent	PersonX sends PersonY away	to be alone
xIntent	PersonX makes the right decision	to accept the job offer.
xAttr	PersonX gets a car	lucky
xAttr	PersonX really wanted ___	bored
xAttr	PersonX orders a pizza	adventurous
oReact	PersonX holds the baby	happy.
xNeed	PersonX kicks the tyres	be near the tires
oWant	PersonX holds PersonX's horses	to reason with PersonX
xNeed	PersonX retraces PersonY steps	to look for tracks
xAttr	PersonX eats more healthy food	careful
xReact	PersonX is doing really well	good
oReact	PersonX marries PersonX's girlfriend	loved
xAttr	PersonX comes to a head	sure of himself
oEffect	PersonX offer PersonY opportunity	returns the favor
xAttr	PersonX pulls into the parking lot	observant
oEffect	PersonX starts yelling	call the police.
xReact	PersonX flashes lights	helpful
xAttr	PersonX applies the ___ to problems	competent
oWant	PersonX performs PersonY's function	comforted
xNeed	PersonX gets closer	To show caution
oReact	PersonX dwells together in PersonY	cared for
oWant	PersonX gives PersonY pain	to fight PersonX
xIntent	PersonX takes ___ to australia	to see another culture
oEffect	PersonX opens PersonX's own business	personx can give jobs to othor persons
xIntent	PersonX becomes a vegan	to support environmental causes
xNeed	PersonX rids PersonX's motorcycle	to get the motorcycle up
xEffect	PersonX is on PersonX's feet all day	buys better shoes
xIntent	PersonX gets PersonY's books	to be helpful
xNeed	PersonX decides to go camping	to want to do something fun
oWant	PersonX leaves PersonX's job	to persuade PersonX to stay
xWant	PersonX also gave PersonY ___	to ask if it was enjoyed
xReact	PersonX preaches to the choir	drained.
xNeed	PersonX receives no ___ yet	hold onto an expectation
xEffect	PersonX catches PersonY in the act	is yelled at
xReact	PersonX asks PersonY to join	good
xWant	PersonX takes some time	to relax on the beach
xIntent	PersonX plays ___ with my friends	to enjoy playing
xWant	PersonX fits perfectly	Pretend it's a wedding ring
oWant	PersonX makes PersonY more comfortable	to be comfortable
xAttr	PersonX understands PersonY well	Sympathetic
oReact	PersonX is playing football with PersonY's friends	included
oEffect	PersonX hopes would return	Avoids X
xEffect	PersonX invites ___ to PersonX's party	Do arrangements
oReact	PersonX talks for hours	interested
xEffect	PersonX takes PersonY to the store	perhaps spends money
oEffect	PersonX puts PersonY on the table	Open mouth
xIntent	PersonX goes to the nurse 's office	to get something for a headache
xWant	PersonX wins the grand prize	to be happy
xWant	PersonX gets married today	to stop being nervous
xIntent	PersonX gets everywhere	to find stuff to do
xNeed	PersonX keeps PersonY's head down	to touch personY's head
xWant	PersonX shoots the breeze	go to the movies
oEffect	PersonX sees ] for details	they do their own work
xAttr	PersonX needs to get started	inspired
oWant	PersonX takes ___ to the shelter	to shut the shelter door
oEffect	PersonX tells PersonY to take	PersonY takes it
xReact	PersonX has great fun	pleased
oWant	PersonX uses the ___ to obtain	to see it
oReact	PersonX leaves PersonY's keys	grateful
xReact	PersonX makes a deposit	wealthy.
oReact	PersonX thanks the ___ for PersonY's help	appreciated
xIntent	PersonX finds a new place	a place to call their home
oReact	PersonX is often late	annoyed
oReact	PersonX leaves PersonY soon	sad to see someone go
xNeed	PersonX hides PersonX's feelings	to have feelings surpressed
oEffect	PersonX leads PersonX's team to victory	gets confident
xReact	PersonX surprises PersonY's friend	good about themelves
xIntent	PersonX sees PersonY's friends	she likes having a lot of friends to socialize with
oWant	PersonX returns the wallet	provide a reward
xWant	PersonX thanks PersonY for PersonZ's help	to get something from PersonZ
oReact	PersonX finds someone	belonging
xEffect	PersonX takes an art class	earns credits
oReact	PersonX is 9 months pregnant	happy
xWant	PersonX closes it behind PersonY	to put off the light
oWant	PersonX picks ___ up from work	to say thank you
xIntent	PersonX looks familiar	to imitate
xIntent	PersonX changes my life	to be kind
oEffect	PersonX gives ___ a huge hug	They leave the interaction more confident
oEffect	PersonX plays catch with PersonY's dad	buys an icecream
oEffect	PersonX goes really well	0.01
xIntent	PersonX explains the situation	her friends to understand.
oEffect	PersonX grabs PersonY's wrist	jumps in horror
oWant	PersonX asks PersonY a questions	to satisfy person x with answers
xEffect	PersonX is trying to quit smoking	Improves willpower
xNeed	PersonX buys the ticket	to look at flights online
xEffect	PersonX times to go home	drives on the highway
xReact	PersonX takes the bus	comfortable
oWant	PersonX abolishes the ___ altogether	to find other pursuits
oReact	PersonX covers PersonY's retreat	safe
xIntent	PersonX goes fishing with PersonX's grandfather	to make his grandfather happy.
oReact	PersonX opens the door to PersonY	thankful , hopeful
oEffect	PersonX uses ___ to represent	they learn
xNeed	PersonX feels ___ on PersonY's shoulder	to place their hand near person y
xNeed	PersonX spends ___ in jail	hurt someone
xWant	PersonX gets bit	to put on a bandaid on
xReact	PersonX leaves PersonX's phone	panicked one they realize the loss
oReact	PersonX gets hired	happy
oWant	PersonX lays down next to PersonY	to enjoy the stars
xWant	PersonX has a bad cough	take medication
oEffect	PersonX trains ___ to become	GET TIRED
xNeed	PersonX learns about history	to attend school
oReact	PersonX leaves PersonY's toys	sad
xIntent	PersonX plants the seeds	to grow something
oReact	PersonX makes it on time	glad
oReact	PersonX lifts PersonY head	pleasant
xNeed	PersonX eats ___ in one	to go to the grocery
oReact	PersonX provides ___ to patients	thankful
xNeed	PersonX is a terrible cook	to have it come out less than satisfactory
xWant	PersonX goes to the beach with PersonX's friends	take a nap
xIntent	PersonX shuts PersonY's eyes	person to rest
xWant	PersonX gets PersonY's books	to study
xWant	PersonX gains new clients	to sell the client things.
xWant	PersonX itches the ditch	satisfy the ditch
oReact	PersonX gets sick too	sad having to quarantine personx
xWant	PersonX takes PersonY advantage	to have upperhand
oEffect	PersonX brings PersonY's food	rest and relax
oEffect	PersonX rides PersonY's bike ___	watches
xWant	PersonX enjoys running	to rest
oReact	PersonX plays frisbee	happy, healthy
xNeed	PersonX prepares for PersonY's reception	to be invited
oReact	PersonX gives PersonY a refund	happy to get back his money
oWant	PersonX follows the ___ closely	to grade their work
xReact	PersonX practises every ___	congrats
xWant	PersonX is going to the beach	to go shower the sand off
xIntent	PersonX devotes PersonX's ___ to writing	to devote himself more completely to writing
xAttr	PersonX leaves disappointed	glum
oReact	PersonX squeezes PersonY hand	acknowledged
oReact	PersonX wins the talent show	envious.
xIntent	PersonX changes PersonX's habits	to be spontaneous
xNeed	PersonX beards the lion in his den	concur their fears
xAttr	PersonX swerves to avoid it	Observant
oEffect	PersonX makes ___ at school	A new person becomes acquainted with PersonX
oEffect	PersonX leads ___ to christ	they become apart of a group
xAttr	PersonX uses PersonY form	perceptive
xEffect	PersonX studies for weeks	passes their exams
xNeed	PersonX thinks it was delicious	make food
xNeed	PersonX wants to go to a concert	buy tickets
oEffect	PersonX offers to teach PersonY	shares knowledge
xEffect	PersonX develops PersonY interest	has hopes
xWant	PersonX burns PersonX's bridges	to fix what is broken
xAttr	PersonX gives PersonY a look	curious
xAttr	PersonX inherits PersonX's father 's ___	successfull
xReact	PersonX starts to slow down	safe
xEffect	PersonX performs tricks	BECOME FAMOUS
xEffect	PersonX sets a new record	Gets tired because of the hard work
oReact	PersonX buries PersonY's dead	sad it was hard
xWant	PersonX transmits by PersonY means without the permission	to gain success
oWant	PersonX reads PersonY account	their side of the story considered
xWant	PersonX shows PersonX's cards	to lay down a card
xWant	PersonX expresses PersonX's thoughts	walk out
xNeed	PersonX wants to have a party	plan for a party
xIntent	PersonX keeps running	to train for a marathon
xIntent	PersonX finishes PersonX's degree	to be smart
xEffect	PersonX breaks ___ in the process	PersonX must apologize.
oWant	PersonX visits PersonX's grandma	to buy dinner
xReact	PersonX sees things differently	invigorated
oWant	PersonX uses ___ to PersonY's advantage	to observe PersonX
xNeed	PersonX works so much	a job
xNeed	PersonX starts last night	to start working on the project
xAttr	PersonX finds it funny	droll
xNeed	PersonX buys a new puppy	to go to the pet shop
oEffect	PersonX turns PersonY head	get pain in the neck
xEffect	PersonX makes ___ outside	They go back inside
xNeed	PersonX rakes leaves	He gets his item out.
oEffect	PersonX tells PersonY to be quiet	stops talking
xNeed	PersonX finds ___ in PersonX's backyard	to have a backyard
oReact	PersonX purchases tickets	happy personx got tickets for them
oReact	PersonX reduces PersonY's risk	safer
xIntent	PersonX visits PersonX's doctor	to check his heart
oWant	PersonX takes a taxi	to accept payment
oEffect	PersonX stretches PersonY's legs	give  a compliment in return
xNeed	PersonX comes near PersonY	to move
xEffect	PersonX is going to be okay	laughs
xWant	PersonX wants to touch PersonY	get personY's attention
oReact	PersonX pushes PersonY aside	grateful
xWant	PersonX plays ___ on PersonX's computer	to go to bed
oEffect	PersonX plays rugby	they get dirty
oReact	PersonX is a great baseball player	inspired
xIntent	PersonX spends ___ watching	time to pass
oReact	PersonX visits PersonY's grandfather	befriended
xNeed	PersonX eats too many sweets	to like sweets
xEffect	PersonX lets PersonY know what happened	to breakup
oReact	PersonX plays ___ with a friend	satisfied.
xNeed	PersonX rubs PersonY's hands	to reprimand person y
oEffect	PersonX spends any money	whoever received the spent money becomes richer
xReact	PersonX enjoys the movie	happy
xEffect	PersonX takes PersonX's eyes off PersonY	PersonX stops paying attention to personY
xReact	PersonX straddles PersonY's hips	embarrassed.
oEffect	PersonX awaits PersonY's return	PersonY thinks about PersonX
xIntent	PersonX gives ___ a refund	to be fair
xIntent	PersonX raises the ___ to the point	it's required, to do well in school, to get a good grade
oWant	PersonX gives PersonY a hint	to thank PersonX
oWant	PersonX gives money	pay a bill
oWant	PersonX gives ___ PersonX's money	to thank PersonX
xAttr	PersonX passes with flying colors	talented
xWant	PersonX pushes PersonY back	to tell PersonY to stop pushing other people
xEffect	PersonX draws ___ from data	PersonX thinks of what to do based on the data
xEffect	PersonX thinks might go	becomes nauseous
xWant	PersonX takes PersonX's friends	to have fun with them
xWant	PersonX stops trying	to try something else
xAttr	PersonX tries ___ instead	happy
oReact	PersonX gives PersonY some money	happy
xEffect	PersonX kills PersonY instantly	sweats in fear of being caught
xWant	PersonX enjoys PersonY's work	to buy PersonY's work.
xEffect	PersonX becomes PersonY's president	Experiences sense of responsibility
oReact	PersonX sends ___ a text	good
xEffect	PersonX sends to jail	get bail
oWant	PersonX picks ___ up from work	don't have to walk home
xAttr	PersonX raises PersonX's standard	victorious
oWant	PersonX takes no prisoners	pillages
xAttr	PersonX gives PersonY a hand	helpful
oReact	PersonX contacts the seller	annoyed.
oWant	PersonX sees PersonY's reaction	ask PersonX what their problem is
oEffect	PersonX writes PersonY a ticket	persony goes to court
xReact	PersonX takes ___ to the library	accomplished
oReact	PersonX sends PersonY a message	attentive
xIntent	PersonX throws it on the ground	to express his disapproval
xWant	PersonX writes ___ a letter	to send the letter
oWant	PersonX gives unto PersonY	to settle the the argument
oEffect	PersonX feels PersonX's oats	persony is better off
oEffect	PersonX brings PersonY to the point	rolls his eyes
oReact	PersonX drives the ___ away	dissapointed
xIntent	PersonX makes waves	to stir things up
oReact	PersonX visits PersonY's friends	relieved
xWant	PersonX makes oatmeal	to bring the oatmeal to the table
oWant	PersonX decides to ask PersonY	to accept PersonX's offer
xWant	PersonX catches nothing	to make a new plan
xAttr	PersonX forms PersonY image	perceptive
xReact	PersonX is set up on a blind date	interested in the other person
xAttr	PersonX uses the ___ to help	supportive
xEffect	PersonX accidentally dropped ___	looks for doll
oEffect	PersonX explains the ___ on the basis	they gain knowledge
xIntent	PersonX makes PersonY answer	to force persony
xEffect	PersonX needs a job	writes a resume
xAttr	PersonX satisfies PersonY's wants	giving
xWant	PersonX tastes the sauce	pour the sauce over pasta.
oReact	PersonX sees PersonY like this	surprised, grateful, happy
oReact	PersonX approaches PersonY's crush	friendly
oReact	PersonX plays video games with PersonY's friends	fun
xReact	PersonX lives comfortably	content
xNeed	PersonX quits my job	Get fed up
xReact	PersonX lies on either side	refreshed
xReact	PersonX learns ___ by heart	nice
oReact	PersonX tells PersonX's best friend	sad
xAttr	PersonX examines briefly the ___	hurried
xEffect	PersonX calls PersonX's brother	Person X tells their brother they love them.
xWant	PersonX drops PersonY's cell phone	apologize
oWant	PersonX is cleaning out PersonY's garage	to thank them
oWant	PersonX plays speed chess	play again
xReact	PersonX does everything right	right
oWant	PersonX knows PersonY very well	To meet PersonX
oWant	PersonX tickles PersonY's funny bone	laugh some more
xReact	PersonX spends ___ on the grade	successful
oEffect	PersonX supports PersonY's family	Receives money
oReact	PersonX supports PersonY's cause	hopeful
oWant	PersonX brings PersonY along	to thank personx
xWant	PersonX hides PersonY's ___ under a bushel	to better understand the situation
oReact	PersonX makes ___ to school	like he does a good job of showing up
xWant	PersonX makes PersonX's selection	to buy more things
xAttr	PersonX sees the principal	curious
xIntent	PersonX leaves the ___ immediately	be gone
xEffect	PersonX effects PersonY entrance	punished
oWant	PersonX seizes ___ by force	run away
xEffect	PersonX comes home to PersonY	jumps up and down in joy
xAttr	PersonX sends PersonY to the principal 's office	annoyed
oEffect	PersonX gives PersonY a kick	Person Y gets hurt
xEffect	PersonX loves oranges	eat's oranges a lot
oWant	PersonX asks PersonY to get	to help
xNeed	PersonX is sent to the principal 's office	to get caught
oWant	PersonX loses PersonY job	to get a new job
xAttr	PersonX is taking a trip	fun
xAttr	PersonX makes five hundred dollars	ambitious
oWant	PersonX hears PersonY's cry	to keep crying
xWant	PersonX attends PersonY's meetings	Go home
xEffect	PersonX drops PersonY's keys	becomes startled
xEffect	PersonX gets really angry	fists clenches at his side
xIntent	PersonX shakes a leg	to wake up
oReact	PersonX picks a movie	amused
oEffect	PersonX prevents ___ in the future	NONE
xIntent	PersonX plays alone	to better be able to concentrate
xIntent	PersonX helps PersonY feel better	to take of the other person.
oEffect	PersonX asks PersonY to explain	able to convey their concerns
oReact	PersonX completes PersonY's work	relieved.
xEffect	PersonX invites PersonY to a movie	loses privacy
oEffect	PersonX complains to PersonY's mother	they tell them why
oEffect	PersonX rescues PersonX's dog	persony smiles for a week
xAttr	PersonX recently visited	adventurous
xEffect	PersonX wads imagining what PersonY was seeing	Asked
xWant	PersonX puts PersonY to bed	to wish PersonY a good night's rest
xReact	PersonX takes a joke	secretly ashamed
xNeed	PersonX wins a million dollars	take a draw
xAttr	PersonX arrives the next day	behind
oReact	PersonX meets PersonY demand	on par with others
oReact	PersonX feathers PersonX's nest	content.
xAttr	PersonX squeezes PersonY's hand	caring
xEffect	PersonX issues ___ to the amount	gets tired from issuing
xAttr	PersonX urges PersonY to join	persuasive
xIntent	PersonX purchases ___ from the store	to see it before buying
xReact	PersonX decides to take a chance	happy
xNeed	PersonX asks PersonY's help	to call him
oEffect	PersonX leaves ___ behind PersonY	gets tired
oEffect	PersonX runs PersonX's ___ through PersonY's hair	ticklish
xReact	PersonX takes PersonY's friends	glad
oWant	PersonX makes the call	to ignore the phone
oWant	PersonX puts PersonX's ___ on the line	to reward PersonX for their bravery
xIntent	PersonX changes the ___ in a way	important this rules in way
oReact	PersonX holds sway	submissive
xReact	PersonX makes PersonY entrance	helpful
xAttr	PersonX gives ___ water	kind
xReact	PersonX suffers from depression	hopeless
oEffect	PersonX impresses everyone	driven to compete
xEffect	PersonX gets better	not required to take medication any longer
oWant	PersonX is getting late	to wait for PersonX
xNeed	PersonX gains ___ rapidly	to start eating lots of protein
oReact	PersonX uses PersonY's ___ to make	influenced
xReact	PersonX asks PersonY to turn it down	satisfied
oWant	PersonX meets PersonY for the first time	to start a project
xNeed	PersonX tells ___ that PersonY is being solipsist and insolent	to start a conversation
xAttr	PersonX sends PersonX's friend	thoughtful
xNeed	PersonX eats PersonX's vegetables	buy veggies
xAttr	PersonX helps get started	dedicated
xEffect	PersonX pops the hood	does repair work
oEffect	PersonX finds PersonY's family	are found
oWant	PersonX lives near PersonY	to become friends with personx
xWant	PersonX is still valid ___	to stay in the loop
xEffect	PersonX gets some bad news	PersonX cries.
xReact	PersonX suffers from depression	down
xNeed	PersonX gives PersonY a gift	to go to the store.
xReact	PersonX settles PersonX's affairs	accomplished
oWant	PersonX takes care of PersonX's children	to talk to PersonX
xReact	PersonX makes PersonY example	upset that he had to punish person
xAttr	PersonX sets up shop	prepared
xWant	PersonX just moved to a new town	to travel the city.
xWant	PersonX tells PersonY's coworkers	to be informative
xReact	PersonX makes a move	silly
xEffect	PersonX chops wood	collect wood pieces
xIntent	PersonX takes PersonX's rest	relax
xEffect	PersonX immediately fell	Hurt
xNeed	PersonX announces PersonY's intention	to speak aloud
xWant	PersonX takes the trash out	wash their hands
