0,1,2
oEffect,xIntent,PersonX crosses PersonY's arms over PersonY's chest--submits
oEffect,xIntent,PersonX catches in PersonY's throat--none
oEffect,xIntent,PersonX catches in PersonY's throat--none
oEffect,xIntent,PersonX pulls PersonY into PersonY's arms--gets surprised
oEffect,xIntent,PersonX pulls PersonY into PersonY's arms--hugs him
oEffect,xIntent,PersonX sees the look on PersonY's face--looks mad
oEffect,xIntent,PersonX sees the look on PersonY's face--want's to know why they did what they did
oEffect,xIntent,PersonX sees the look on PersonY's face--none
oEffect,xIntent,PersonX makes PersonY feel good--smiles
oEffect,xIntent,PersonX makes PersonY feel good--makes a friend
oEffect,xIntent,PersonX makes PersonY feel good--he is grateful
oEffect,xIntent,PersonX holds PersonY tighter--gets hugged
oEffect,xIntent,PersonX holds PersonY tighter--gets kissed
oEffect,xIntent,PersonX drives PersonY to the airport--gets luggage
oEffect,xIntent,PersonX purses PersonY's lips--smiles
oEffect,xIntent,PersonX closes PersonY's eyes for a moment--gets startled
oEffect,xIntent,PersonX closes PersonY's eyes for a moment--becomes surprised
oEffect,xIntent,PersonX closes PersonY's eyes for a moment--waits
oEffect,xIntent,PersonX closes PersonY's eyes for a moment--person y opens eyes
oEffect,xIntent,PersonX spreads PersonY's wings--But cannot
oEffect,xIntent,PersonX wraps ___ around my waist--responds
oEffect,xIntent,PersonX wraps ___ around my waist--gives thanks
oEffect,xIntent,PersonX gives ___ PersonY's number--receive call from unfamiliar number
oEffect,xIntent,PersonX gives ___ PersonY's number--gets a voicemail
oEffect,xIntent,PersonX gives ___ PersonY's number--receives new information
oEffect,xIntent,PersonX leaves without PersonY--gets frost burns
oEffect,xIntent,PersonX leaves without PersonY--gets robbed
oEffect,xIntent,PersonX claps PersonY's hands together--gets hurt
oEffect,xIntent,PersonX falls to PersonY's knees--none
oEffect,xIntent,PersonX falls to PersonY's knees--none
oEffect,xIntent,PersonX spends too much time--none
oEffect,xIntent,PersonX spends too much time--none
oEffect,xIntent,PersonX spends too much time--none
oEffect,xIntent,PersonX closes PersonY's eyes again--gets excited
oEffect,xIntent,PersonX moves away from PersonY--makes video call
oEffect,xIntent,PersonX gives PersonY my number--gets thanked
oEffect,xIntent,PersonX gives PersonY my number--receives appreciation
oEffect,xIntent,PersonX gives PersonY my number--gets yelled at
oEffect,xIntent,PersonX gives PersonY my number--get nervous
oEffect,xIntent,PersonX gives PersonY my number--gets stressed
oEffect,xIntent,PersonX gives PersonY my number--thinks about calling me
oEffect,xIntent,PersonX gives PersonY my number--saves number on phone
oEffect,xIntent,PersonX wraps around PersonY's waist--lets him get away with everything
oEffect,xIntent,PersonX wraps around PersonY's waist--wonders about it
oEffect,xIntent,PersonX picks PersonY up at the airport--wants to get home
oEffect,xIntent,PersonX picks PersonY up at the airport--receives a handshake
oEffect,xIntent,PersonX picks PersonY up at the airport--gets hugged
oEffect,xIntent,PersonX stills loves PersonY--winks
oEffect,xIntent,PersonX stills loves PersonY--none
oEffect,xIntent,PersonX stills loves PersonY--feels honored
oEffect,xIntent,PersonX stills loves PersonY--falls in love with someone else
oEffect,xIntent,PersonX knows anything about PersonY--blushes
oEffect,xIntent,PersonX knows anything about PersonY--gets hot
oEffect,xIntent,PersonX rocks ___ back and forth--sleeps
oEffect,xIntent,PersonX rocks ___ back and forth--wakes back up
oEffect,xIntent,PersonX holds ___ in PersonY's hands--jumps back
oEffect,xIntent,PersonX slips PersonY's hands--none
oEffect,xIntent,PersonX slips PersonY's hands--none
oEffect,xIntent,PersonX slips PersonY's hands--none
oEffect,xIntent,PersonX has ever happened to PersonY--none
oEffect,xIntent,PersonX has ever happened to PersonY--none
oEffect,xIntent,PersonX lies on PersonY's back--shirt gets wrinkled
oEffect,xIntent,PersonX lies on PersonY's back--gets heavier
oEffect,xIntent,PersonX lies on PersonY's back--can't breath
oEffect,xIntent,PersonX eats PersonY's dinner--gets hungry
oEffect,xIntent,PersonX eats PersonY's dinner--gets food  thrown into face
oEffect,xIntent,PersonX answers PersonY's question--change their opinion
oEffect,xIntent,PersonX answers PersonY's question--has a personal revelation
oEffect,xIntent,PersonX drags PersonY back--gets hurt
oEffect,xIntent,PersonX sounds good to PersonY--laughs
oEffect,xIntent,PersonX shakes PersonY's head slightly--gets annoyed
oEffect,xIntent,PersonX later told PersonY--Hear
oEffect,xIntent,PersonX later told PersonY--recive an idea
oEffect,xIntent,PersonX comes out of PersonY's mouth--gags
oEffect,xIntent,PersonX comes out of PersonY's mouth--none
oEffect,xIntent,PersonX comes out of PersonY's mouth--none
oEffect,xIntent,PersonX cries PersonY's eyes--none
oEffect,xIntent,PersonX cries PersonY's eyes--none
oEffect,xIntent,PersonX quickens PersonY's pace--loses the competition
oEffect,xIntent,PersonX quickens PersonY's pace--wins the race
oEffect,xIntent,PersonX quickens PersonY's pace--receives the award
oEffect,xIntent,PersonX throws PersonY's arms around PersonY--are surprised
oEffect,xIntent,PersonX holds up PersonY's hands--is excited
oEffect,xIntent,PersonX holds up PersonY's hands--has her hands pulled back
oEffect,xIntent,PersonX shakes PersonY's head no--none
oEffect,xIntent,PersonX shakes PersonY's head no--moves mouth
oEffect,xIntent,PersonX shakes PersonY's head no--none
oEffect,xIntent,PersonX walks PersonY to the door--got angry
oEffect,xIntent,PersonX shakes PersonY's head again--cries
oEffect,xIntent,PersonX grasps both of breasts firmly--manual stimulation
oEffect,xIntent,PersonX grasps both of breasts firmly--get lot of pleasure as well
oEffect,xIntent,PersonX never told PersonY--none
oEffect,xIntent,PersonX knows yet why PersonY died--none
oEffect,xIntent,PersonX knows yet why PersonY died--none
oEffect,xIntent,PersonX pulls ___ into PersonY's arms--pushes
oEffect,xIntent,PersonX pulls ___ into PersonY's arms--submits
oEffect,xIntent,PersonX pulls ___ into PersonY's arms--is showered with affection
oEffect,xIntent,PersonX pulls ___ into PersonY's arms--is told they are loved
oEffect,xIntent,PersonX looks at PersonY expectantly--is nervous
oEffect,xIntent,PersonX holds ___ in PersonY's hand--no
oEffect,xIntent,PersonX holds ___ in PersonY's hand--puts it away
oEffect,xIntent,PersonX laughs in PersonY's face--none
oEffect,xIntent,PersonX holds PersonY's head up--wants to sit
oEffect,xIntent,PersonX holds PersonY's head up--want to be free
oEffect,xIntent,PersonX holds PersonY's hands up--shouts
oEffect,xIntent,PersonX leaves PersonY's home--gets thanked
oEffect,xIntent,PersonX leaves PersonY's home--receives appreciation
oEffect,xIntent,PersonX runs PersonY's hands through--feels tired
oEffect,xIntent,PersonX traces PersonY's fingers--smiles
oEffect,xIntent,PersonX traces PersonY's fingers--gets kissed
oEffect,xIntent,PersonX traces PersonY's fingers--has marks on hand
oEffect,xIntent,PersonX traces PersonY's fingers--removes hand from paper
oEffect,xIntent,PersonX swings PersonY around--becomes startled
oEffect,xIntent,PersonX swings PersonY around--falls down
oEffect,xIntent,PersonX puts ___ around PersonY's waist--jumps in surprise
oEffect,xIntent,PersonX puts ___ around PersonY's waist--lean on the person
oEffect,xIntent,PersonX puts ___ around PersonY's waist--let go of the person
oEffect,xIntent,PersonX shakes PersonY's head sadly--frowns
oEffect,xIntent,PersonX shakes PersonY's head sadly--cries
oEffect,xIntent,PersonX hands ___ back to PersonY--Looks at the item
oEffect,xIntent,PersonX hands ___ back to PersonY--none
oEffect,xIntent,PersonX wraps ___ around waist--smiles
oEffect,xIntent,PersonX wraps ___ around waist--blushes
oEffect,xIntent,PersonX wraps ___ around waist--get wrapped around the person
oEffect,xIntent,PersonX wraps ___ around waist--get warmer
oEffect,xIntent,PersonX wraps ___ around waist--Person sighs with relief
oEffect,xIntent,PersonX wraps ___ around waist--Person giggles in excitement
oEffect,xIntent,PersonX undoes PersonY's pants--gets laid
oEffect,xIntent,PersonX undoes PersonY's pants--gets begged
oEffect,xIntent,PersonX checks out my two newest creations--wants to make money
oEffect,xIntent,PersonX checks out my two newest creations--becomes glad
oEffect,xIntent,PersonX keeps PersonY calm--releases anxiety
oEffect,xIntent,PersonX eats dinner with PersonY--starts digesting
oEffect,xIntent,PersonX stops at nothing--none
oEffect,xIntent,PersonX stops at nothing--none
oEffect,xIntent,PersonX stops at nothing--none
oEffect,xIntent,PersonX goes begging--have less money
oEffect,xIntent,PersonX broadens PersonY's horizons--none
oEffect,xIntent,PersonX broadens PersonY's horizons--LOVE
oEffect,xIntent,PersonX closes PersonX's eyes and think of england--none
oEffect,xIntent,PersonX closes PersonX's eyes and think of england--none
oEffect,xIntent,PersonX closes PersonX's eyes and think of england--none
oEffect,xIntent,PersonX drops a dime--none
oEffect,xIntent,PersonX buries the lead--none
oEffect,xIntent,PersonX buries the lead--the audience feels something suspicious is up
oEffect,xIntent,PersonX buries the lead--none
oEffect,xIntent,PersonX holds PersonY's hand--They scream
oEffect,xIntent,PersonX holds PersonY's hand--pulls it away
oEffect,xIntent,PersonX gets to the point--gets stressed
oEffect,xIntent,PersonX gets to the point--starts crying
oEffect,xIntent,PersonX bats PersonX's eyelashes--none
oEffect,xIntent,PersonX bats PersonX's eyelashes--none
oEffect,xIntent,PersonX bats PersonX's eyelashes--none
oEffect,xIntent,PersonX pockets dial--wants to call them back
oEffect,xIntent,PersonX pockets dial--none
oEffect,xIntent,PersonX pockets dial--spends time
oEffect,xIntent,PersonX gets PersonX's marching orders--they know it will be done right
oEffect,xIntent,PersonX gets into PersonY's pants--decides what to do next
oEffect,xIntent,PersonX closes PersonX's eyes--none
oEffect,xIntent,PersonX has PersonX's head read--can't hide secret
oEffect,xIntent,PersonX has PersonX's head read--Knowledge can be passed to others.
oEffect,xIntent,PersonX has PersonX's head read--Can read aloud for others.
oEffect,xIntent,PersonX rides tall in the saddle--are confident themself
oEffect,xIntent,PersonX gives PersonY a bloody nose--cries
oEffect,xIntent,PersonX gives PersonY a bloody nose--goes to the hospital
oEffect,xIntent,PersonX gives PersonY a bloody nose--none
oEffect,xIntent,PersonX ceases to be--none
oEffect,xIntent,PersonX has PersonX's ducks in a row--none
oEffect,xIntent,PersonX holds PersonX's breath--none
oEffect,xIntent,PersonX holds PersonX's breath--none
oEffect,xIntent,PersonX holds PersonX's breath--none
oEffect,xIntent,PersonX pisses on PersonY's bonfire--reacts
oEffect,xIntent,PersonX pisses on PersonY's bonfire--loses fire
oEffect,xIntent,PersonX rubs salt in PersonY's wounds--Cries
oEffect,xIntent,PersonX rubs salt in PersonY's wounds--Yells
oEffect,xIntent,PersonX rubs salt in PersonY's wounds--Screams in agony
oEffect,xIntent,PersonX rubs salt in PersonY's wounds--Yells in pain
oEffect,xIntent,PersonX pays PersonX's debt to society--none
oEffect,xIntent,PersonX pays PersonX's debt to society--none
oEffect,xIntent,PersonX sleeps rough--feel suffer by noise
oEffect,xIntent,PersonX stands PersonY in good stead--none
oEffect,xIntent,PersonX stands PersonY in good stead--becomes thankfull
oEffect,xIntent,PersonX stands PersonY in good stead--none
oEffect,xIntent,PersonX stands corrected--none
oEffect,xIntent,PersonX stands corrected--laughs
oEffect,xIntent,PersonX stands corrected--points finger
oEffect,xIntent,PersonX stands corrected--none
oEffect,xIntent,PersonX keeps PersonY posted--listens
oEffect,xIntent,PersonX keeps PersonY posted--some idea
oEffect,xIntent,PersonX keeps PersonY posted--to be great
oEffect,xIntent,PersonX tears PersonX's hair out--persony has scratches on his head.
oEffect,xIntent,PersonX gets moving--They get to where they are going
oEffect,xIntent,PersonX loses face--none
oEffect,xIntent,PersonX loses face--none
oEffect,xIntent,PersonX bends over backwards--none
oEffect,xIntent,PersonX bends over backwards--none
oEffect,xIntent,PersonX bends over backwards--none
oEffect,xIntent,PersonX lightens PersonY's purse--get's a receipt
oEffect,xIntent,PersonX lightens PersonY's purse--moves faster
oEffect,xIntent,PersonX rides the coattails--learns from teaching
oEffect,xIntent,PersonX wastes breath--none
oEffect,xIntent,PersonX wastes breath--none
oEffect,xIntent,PersonX asks for the moon--look at the stars
oEffect,xIntent,PersonX asks for the moon--do not see the moon
oEffect,xIntent,PersonX reads the room--wait's for the show
oEffect,xIntent,PersonX reads the room--hopes to laugh
oEffect,xIntent,PersonX throws PersonX's cap over the windmill--Has to fix windmill
oEffect,xIntent,PersonX throws PersonX's cap over the windmill--none
oEffect,xIntent,PersonX puts PersonX's house in order--They sit and relax now all the hard work is finished.
oEffect,xIntent,PersonX falls by the wayside--none
oEffect,xIntent,PersonX falls by the wayside--none
oEffect,xIntent,PersonX falls by the wayside--none
oEffect,xIntent,PersonX redeems oneself--feel proud
oEffect,xIntent,PersonX looks down PersonX's shirt--none
oEffect,xIntent,PersonX looks down PersonX's shirt--none
oEffect,xIntent,PersonX looks down PersonX's shirt--none
oEffect,xIntent,PersonX swallows PersonX's pride--none
oEffect,xIntent,PersonX swallows PersonX's pride--none
oEffect,xIntent,PersonX loses PersonX's shirt--shouts
oEffect,xIntent,PersonX loses PersonX's shirt--has to buy new shirt
oEffect,xIntent,PersonX loses PersonX's shirt--none
oEffect,xIntent,PersonX loses PersonX's shirt--none
oEffect,xIntent,PersonX looses cannon--none
oEffect,xIntent,PersonX looses cannon--die
oEffect,xIntent,PersonX looses cannon--are maimed
oEffect,xIntent,PersonX gets on PersonY's nerves--does not speak any more
oEffect,xIntent,PersonX gets on PersonY's nerves--personY annoyed
oEffect,xIntent,PersonX gets on PersonY's nerves--leaves
oEffect,xIntent,PersonX gets on PersonY's nerves--yells
oEffect,xIntent,PersonX leaned toward PersonY--smiles
oEffect,xIntent,PersonX resists PersonY attack--gets arrested
oEffect,xIntent,PersonX resists PersonY attack--goes to jail
oEffect,xIntent,PersonX tells PersonY to send--responds to request
oEffect,xIntent,PersonX tells PersonY to send--assumes responsibility
oEffect,xIntent,PersonX left PersonY behind--becomes angry
oEffect,xIntent,PersonX left PersonY behind--receives sympathy from others
oEffect,xIntent,PersonX left PersonY behind--gets lost
oEffect,xIntent,PersonX interferes in PersonY way--is blocked
oEffect,xIntent,PersonX interferes in PersonY way--is told to move
oEffect,xIntent,PersonX finds PersonY alone--gets questioned
oEffect,xIntent,PersonX finds PersonY alone--gets asked to be joined
oEffect,xIntent,PersonX gives birth to children--cries
oEffect,xIntent,PersonX asks PersonY to show--person Y shows up
oEffect,xIntent,PersonX makes friends with PersonY--now has someone to talk to
oEffect,xIntent,PersonX makes friends with PersonY--has someone to spend time with
oEffect,xIntent,PersonX makes friends with PersonY--has someone to lean on
oEffect,xIntent,PersonX makes friends with PersonY--has someone to confide in
oEffect,xIntent,PersonX makes friends with PersonY--makes plans to meet
oEffect,xIntent,PersonX makes friends with PersonY--gets phone number
oEffect,xIntent,PersonX wrappeds around PersonY--lose space
oEffect,xIntent,PersonX wrappeds around PersonY--stays there
oEffect,xIntent,PersonX takes PersonY to the station--buys ticket
oEffect,xIntent,PersonX takes PersonY to the station--gets locked in jail
oEffect,xIntent,PersonX stands PersonY in stead--gets more responsibilities
oEffect,xIntent,PersonX stands PersonY in stead--gets more rewards
oEffect,xIntent,PersonX makes PersonY escape--smiles
oEffect,xIntent,PersonX minds PersonY asking--none
oEffect,xIntent,PersonX takes ___ in the battle--becomes injured
oEffect,xIntent,PersonX gives the reader PersonY ___--food
oEffect,xIntent,PersonX takes PersonY opportunity--passes judgement
oEffect,xIntent,PersonX gets PersonY information--wants to know what they think
oEffect,xIntent,PersonX gets PersonY information--waits to see what they say
oEffect,xIntent,PersonX gets PersonY information--Receives information
oEffect,xIntent,"PersonX gets PersonY information--Becomes pleased, satisfied"
oEffect,xIntent,PersonX gives PersonY a push--wins the game
oEffect,xIntent,PersonX gives PersonY a push--gets handicapped
oEffect,xIntent,PersonX gives PersonY a push--gets hospitalized
oEffect,xIntent,PersonX gives PersonY a push--is kicked in the head
oEffect,xIntent,PersonX throws stones at PersonY--gets injured
oEffect,xIntent,PersonX throws stones at PersonY--gets hurt
oEffect,xIntent,PersonX takes PersonY account--calls bank
oEffect,xIntent,PersonX sees PersonY night--don't want to see persony
oEffect,xIntent,PersonX sees PersonY night--they owe persony money
oEffect,xIntent,PersonX gives PersonY the number--Gets number.
oEffect,xIntent,PersonX requests PersonY interview--hopes things go well
oEffect,xIntent,PersonX loses PersonY time--be carefull
oEffect,xIntent,PersonX loses PersonY time--be happy
oEffect,xIntent,PersonX loses PersonY time--none
oEffect,xIntent,PersonX greets PersonY warmly--must be nice back
oEffect,xIntent,PersonX greets PersonY warmly--has to talk or catch up
oEffect,xIntent,PersonX greets PersonY warmly--never talks to him again
oEffect,xIntent,PersonX pays PersonY indemnity--has indmenity paid for
oEffect,xIntent,PersonX gets behind PersonY--none
oEffect,xIntent,PersonX gets behind PersonY--none
oEffect,xIntent,PersonX exerts PersonY effect--thanks person y
oEffect,xIntent,PersonX exerts PersonY effect--helps out
oEffect,xIntent,PersonX takes effect on PersonY--none
oEffect,xIntent,PersonX takes effect on PersonY--none
oEffect,xIntent,PersonX gives PersonY the command--takes charge
oEffect,xIntent,PersonX loses PersonY arm--none
oEffect,xIntent,PersonX loses PersonY arm--none
oEffect,xIntent,PersonX causes PersonY explosion--none
oEffect,xIntent,PersonX makes PersonY visit--talks to or visits
oEffect,xIntent,PersonX gives PersonY the ability--has more abilities
oEffect,xIntent,PersonX tells PersonY the reason--gives their opinion
oEffect,xIntent,PersonX tells PersonY the reason--listens
oEffect,xIntent,PersonX leads to PersonY understanding--open mindedness
oEffect,xIntent,PersonX marries PersonY daughter--shows love
oEffect,xIntent,PersonX crowds around PersonY--cries
oEffect,xIntent,PersonX gives birth to a daughter--cries
oEffect,xIntent,PersonX gives birth to a daughter--sleeps
oEffect,xIntent,PersonX lies on PersonY back--gets hurt
oEffect,xIntent,PersonX lies on PersonY back--screams in pain
oEffect,xIntent,PersonX inspires PersonY with confidence--feels indebted
oEffect,xIntent,PersonX gives the reader some ___--have knowledge to perform better
oEffect,xIntent,PersonX carries PersonY into execution--receives complaints form personx
oEffect,xIntent,PersonX carries PersonY into execution--gets nervous
oEffect,xIntent,PersonX carries PersonY into execution--regrets his mistakes
oEffect,xIntent,PersonX proves PersonY point--smiles
oEffect,xIntent,PersonX proves PersonY point--is shown to be correct
oEffect,xIntent,PersonX achieves PersonY objective--motivate
oEffect,xIntent,PersonX achieves PersonY objective--coach
oEffect,xIntent,PersonX achieves PersonY objective--inspire
oEffect,xIntent,PersonX gives PersonY command--are submissive
oEffect,xIntent,PersonX gives PersonY a shock--gets frustrated
oEffect,xIntent,PersonX gives PersonY a shock--jumps in fright
oEffect,xIntent,PersonX gives PersonY a shock--see's who it is
oEffect,xIntent,PersonX gives PersonY a number--gets sweaty palms
oEffect,xIntent,PersonX gives PersonY a number--gets cold feet
oEffect,xIntent,PersonX gives PersonY a number--is thanked
oEffect,xIntent,PersonX gives PersonY a number--is asked more info about number
oEffect,xIntent,PersonX eats PersonY dinner--shouts
oEffect,xIntent,PersonX eats PersonY dinner--buys another meal
oEffect,xIntent,PersonX affords PersonY protection--none
oEffect,xIntent,PersonX saves PersonY money--none
oEffect,xIntent,PersonX saves PersonY money--none
oEffect,xIntent,PersonX saves PersonY money--smiles
oEffect,xIntent,PersonX gives birth to the PersonY--body relaxes
oEffect,xIntent,PersonX gives birth to the PersonY--gets held
oEffect,xIntent,PersonX shakes PersonY 's hand--hears his name
oEffect,xIntent,PersonX shakes PersonY 's hand--nods head in greeting
oEffect,xIntent,PersonX tells PersonY to return--Person y returns
oEffect,xIntent,PersonX tells PersonY to return--none
oEffect,xIntent,PersonX sees PersonY daughter--introduce herself
oEffect,xIntent,PersonX sees PersonY daughter--smiles back
oEffect,xIntent,PersonX sees PersonY daughter--Gets goosebumps
oEffect,xIntent,PersonX grants PersonY title--gets congratulated
oEffect,xIntent,PersonX grants PersonY title--is contacted by more people
oEffect,xIntent,PersonX prevents PersonY from giving--does not receive promotion
oEffect,xIntent,PersonX prevents PersonY from giving--none
oEffect,xIntent,PersonX amends PersonY act--looks down in shame
oEffect,xIntent,PersonX mentions in PersonY chapter--none
oEffect,xIntent,PersonX mentions in PersonY chapter--none
oEffect,xIntent,PersonX describes in detail later--gets information
oEffect,xIntent,PersonX describes in detail later--cleared doubts
oEffect,xIntent,PersonX closes around PersonY--gets annoyed
oEffect,xIntent,PersonX forgets to do PersonX's homework--none
oEffect,xIntent,PersonX forgets to do PersonX's homework--none
oEffect,xIntent,PersonX forgets to do PersonX's homework--none
oEffect,xIntent,PersonX drinks PersonY's coffee--rolls eyes
oEffect,xIntent,PersonX joins PersonY's band--gets famous
oEffect,xIntent,PersonX joins PersonY's band--sings music
oEffect,xIntent,PersonX joins PersonY's band--Someone joins a band
oEffect,xIntent,PersonX can not find PersonX's keys--none
oEffect,xIntent,PersonX can not find PersonX's keys--none
oEffect,xIntent,PersonX can not find PersonX's keys--none
oEffect,xIntent,PersonX passes PersonX's math class--none
oEffect,xIntent,PersonX leaves PersonX's purse--none
oEffect,xIntent,PersonX leaves PersonX's purse--none
oEffect,xIntent,PersonX leaves PersonX's purse--none
oEffect,xIntent,PersonX kisses PersonX's date--experiences first kiss
oEffect,xIntent,PersonX can n't find PersonX's keys--none
oEffect,xIntent,PersonX can n't find PersonX's keys--none
oEffect,xIntent,PersonX can n't find PersonX's keys--none
oEffect,xIntent,PersonX loses PersonX's purse--none
oEffect,xIntent,PersonX loses PersonX's purse--none
oEffect,xIntent,PersonX loses PersonX's purse--none
oEffect,xIntent,PersonX asks PersonX's boyfriend--gets engaged
oEffect,xIntent,PersonX asks PersonX's boyfriend--gets married
oEffect,xIntent,PersonX loves PersonX's girlfriend--helps to create a effective life plans
oEffect,xIntent,PersonX loves PersonX's girlfriend--is cherished
oEffect,xIntent,PersonX loves PersonX's girlfriend--is given gifts
oEffect,xIntent,PersonX sleeps through PersonX's alarm--none
oEffect,xIntent,PersonX sleeps through PersonX's alarm--none
oEffect,xIntent,PersonX cancels PersonX's appointment--none
oEffect,xIntent,PersonX shows it off to PersonY's friends--dislike him
oEffect,xIntent,PersonX shows it off to PersonY's friends--make a friend
oEffect,xIntent,PersonX can n't find PersonX's car keys--none
oEffect,xIntent,PersonX scraps PersonX's knee--none
oEffect,xIntent,PersonX scraps PersonX's knee--none
oEffect,xIntent,PersonX laughs at PersonY's antics--gets irritated
